book_id,title,author,fictional,popularity_score,isbn,page_count,tags,cover_image_filename,cover_image_dominant_color,cover_image_bg_color,is_cover_image_dark,createdAt,updatedAt,introdone
2682,The Gettysburg Address,Abraham Lincoln,False,95,NULL,3,"{historical,classic}",2682.webp,NULL,NULL,NULL,2025-04-06 07:49:33.573+00,2025-04-26 14:46:21.638+00,
2714,Mere Christianity and The Screwtape Letters,C.S. Lewis,False,95,NULL,NULL,"{classic,religion}",2714.webp,NULL,NULL,NULL,2025-04-06 07:49:33.608+00,2025-04-26 14:46:21.724+00,
2948,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,False,95,9780735211292,320,"{bestseller,self-improvement,motivational}",2948.webp,#141314,#bdbdbd,True,2025-04-06 07:49:33.874+00,2025-04-27 08:27:17.702+00,
3055,The Intelligent Investor,Benjamin Graham,False,95,NULL,NULL,"{bestseller,foundational}",3055.webp,NULL,NULL,NULL,2025-04-06 07:49:34.007+00,2025-04-26 14:46:22.637+00,
3082,A Promised Land,Barack Obama,False,95,9781524763169,768,"{bestseller,award-winning,2020s}",3082.webp,NULL,NULL,NULL,2025-04-06 07:49:34.037+00,2025-04-26 14:46:22.713+00,
3053,Plato: Complete Works,Plato,False,95,NULL,NULL,"{classic,philosophy}",3053.webp,#dec7a7,#c8b396,False,2025-04-06 07:49:34.004+00,2025-04-27 08:27:55.997+00,
3098,The Power of Positive Thinking,Norman Vincent Peale,False,95,9780743234801,240,"{bestseller,motivational}",3098.webp,NULL,NULL,NULL,2025-04-06 07:49:34.055+00,2025-04-26 14:46:22.757+00,
43,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,False,95,9780743269513,381,"{bestseller,self-improvement,motivational}",43.webp,#0f6289,#bcd3de,True,2025-04-06 07:49:30.433+00,2025-04-27 08:29:40.435+00,
1134,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,False,95,9781400082773,464,"{bestseller,influential}",1134.webp,#fad997,#e1c388,False,2025-04-06 07:49:31.834+00,2025-04-27 08:14:00.874+00,
2317,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,False,95,9780684841489,397,"{bestseller,foundational}",2317.webp,NULL,NULL,NULL,2025-04-06 07:49:33.151+00,2025-04-26 14:46:24.332+00,
25,Man’s Search for Meaning,Viktor E. Frankl,False,92,9780807014271,200,"{bestseller,influential,motivational}",25.webp,NULL,NULL,NULL,2025-04-06 07:49:30.401+00,2025-04-26 14:46:13.151+00,
31,The Autobiography of Malcolm X,Malcolm X,False,92,9780345350688,466,"{bestseller,influential,historical}",31.webp,NULL,NULL,NULL,2025-04-06 07:49:30.411+00,2025-04-26 14:46:13.167+00,
89,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,False,92,9780060731335,336,"{bestseller,influential}",89.webp,NULL,NULL,NULL,2025-04-06 07:49:30.505+00,2025-04-26 14:46:13.335+00,
985,The Lean Startup,Eric Ries,False,92,9780307887894,336,"{bestseller,entrepreneurship}",985.webp,NULL,NULL,NULL,2025-04-06 07:49:31.665+00,2025-04-26 14:46:16.936+00,
2703,The 4-Hour Workweek,Timothy Ferriss,False,92,9780307465351,308,"{bestseller,motivational}",2703.webp,NULL,NULL,NULL,2025-04-06 07:49:33.596+00,2025-04-26 14:46:21.696+00,
2731,Born a Crime: Stories From a South African Childhood,Trevor Noah,False,92,9780399588198,304,"{bestseller,award-winning}",2731.webp,NULL,NULL,NULL,2025-04-06 07:49:33.628+00,2025-04-26 14:46:21.772+00,
3132,Capital in the Twenty First Century,Thomas Piketty,False,92,9780674430006,816,"{influential,economics}",3132.webp,NULL,NULL,NULL,2025-04-06 07:49:34.093+00,2025-04-26 14:46:22.848+00,
64,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life...,Spencer Johnson,False,92,9780399144462,96,"{bestseller,motivational,self-improvement,short-read}",64.webp,NULL,NULL,NULL,2025-04-06 07:49:30.468+00,2025-04-26 14:46:23.134+00,
19,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,False,90,978-0345514400,304,"{bestseller,influential}",19.webp,NULL,NULL,NULL,2025-04-06 07:49:30.39+00,2025-04-26 14:46:13.136+00,
20,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,False,90,NULL,531,"{classic,influential}",20.webp,NULL,NULL,NULL,2025-04-06 07:49:30.392+00,2025-04-26 14:46:13.139+00,
26,Roots: The Saga of an American Family,Alex Haley,False,90,9781593154493,688,"{bestseller,historical,adapted-to-film}",26.webp,NULL,NULL,NULL,2025-04-06 07:49:30.403+00,2025-04-26 14:46:13.154+00,
30,Schindler’s List,Thomas Keneally,False,90,9780671880316,429,"{bestseller,historical,adapted-to-film}",30.webp,#3e3f36,#c9c9c7,True,2025-04-06 07:49:30.41+00,2025-04-27 08:27:24.268+00,
55,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,False,90,9780812974492,473,"{bestseller,historical}",55.webp,NULL,NULL,NULL,2025-04-06 07:49:30.454+00,2025-04-26 14:46:13.231+00,
81,Silent Spring,Rachel Carson,False,90,9780618249060,400,"{classic,influential,historical}",81.webp,NULL,NULL,NULL,2025-04-06 07:49:30.492+00,2025-04-26 14:46:13.307+00,
58,The Communist Manifesto,Karl Marx,False,90,9780140447576,128,"{influential,foundational}",58.webp,#c02812,#edc3bd,True,2025-04-06 07:49:30.459+00,2025-04-27 08:30:39.552+00,
98,The Art of Happiness,Dalai Lama XIV,False,90,9781573221115,352,"{bestseller,motivational}",98.webp,NULL,NULL,NULL,2025-04-06 07:49:30.517+00,2025-04-26 14:46:13.359+00,
126,Moneyball,Michael Lewis,False,90,9780393324815,317,"{bestseller,adapted-to-film}",126.webp,#084e24,#bacdc2,True,2025-04-06 07:49:30.557+00,2025-04-27 08:14:48.319+00,
103,Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,False,90,9780143118756,240,"{bestseller,educational,self-improvement}",103.webp,#88bbc0,#accfd3,True,2025-04-06 07:49:30.524+00,2025-04-27 08:13:18.196+00,
155,The Happiness Project,Gretchen Rubin,False,90,9780061583261,315,"{bestseller,self-improvement}",155.webp,NULL,NULL,NULL,2025-04-06 07:49:30.597+00,2025-04-26 14:46:13.552+00,
170,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,False,90,9780071401944,240,"{bestseller,self-improvement}",170.webp,#252017,#c2c1be,True,2025-04-06 07:49:30.619+00,2025-04-27 08:21:24.518+00,
165,Capital: A Critique of Political Economy Volume 1,Karl Marx,False,90,9780140445688,1152,"{classic,foundational}",165.webp,#590e03,#d1bbb9,True,2025-04-06 07:49:30.612+00,2025-04-27 08:20:58.566+00,
184,If This Is a Man • The Truce,Primo Levi,False,90,9780349100135,416,"{classic,historical,influential}",184.webp,#2f2311,#c5c1bc,True,2025-04-06 07:49:30.639+00,2025-04-27 08:22:19.234+00,
258,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,False,90,9780812975215,368,"{bestseller,influential}",258.webp,#0a1d21,#bbc0c1,True,2025-04-06 07:49:30.737+00,2025-04-27 08:26:40.899+00,
236,Range: Why Generalists Triumph in a Specialized World,David Epstein,False,90,9780735214484,352,"{bestseller,educational}",236.webp,#deb040,#e8c879,True,2025-04-06 07:49:30.706+00,2025-04-27 08:25:06.795+00,
307,Profiles in Courage,John F. Kennedy,False,90,9780060854935,304,"{classic,award-winning}",307.webp,#be8438,#edddc7,True,2025-04-06 07:49:30.822+00,2025-04-27 08:28:08.38+00,
304,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,False,90,9781892005038,264,"{bestseller,educational,self-improvement}",304.webp,#ca9a58,#f0e3d0,True,2025-04-06 07:49:30.817+00,2025-04-27 08:27:37.876+00,
340,The Magic of Thinking Big,David J. Schwartz,False,90,9780671646783,384,"{motivational,self-improvement}",340.webp,#141344,#bdbdcb,True,2025-04-06 07:49:30.87+00,2025-04-27 08:28:28.702+00,
347,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,False,90,NULL,NULL,"{bestseller,leadership}",347.webp,#1f3232,#c0c6c6,True,2025-04-06 07:49:30.88+00,2025-04-27 08:28:35.962+00,
339,Walden & Civil Disobedience,Henry David Thoreau,False,90,9780140390445,336,"{classic,philosophy}",339.webp,#999440,#e3e1c9,True,2025-04-06 07:49:30.868+00,2025-04-27 08:28:21.107+00,
394,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,False,90,9781501135910,400,"{bestseller,influential}",394.webp,#131412,#bdbdbd,True,2025-04-06 07:49:30.985+00,2025-04-27 08:29:20.78+00,
374,Living History,Hillary Rodham Clinton,False,90,9780743222259,562,"{political,memoir,bestseller}",374.webp,#00121f,#b8bdc0,True,2025-04-06 07:49:30.961+00,2025-04-27 08:29:13.636+00,
461,Mein Kampf,Adolf Hitler,False,90,NULL,720,"{historical,influential}",461.webp,NULL,NULL,NULL,2025-04-06 07:49:31.065+00,2025-04-26 14:46:14.836+00,
486,My Utmost for His Highest,Oswald Chambers,False,90,9781572937719,416,"{classic,religious}",486.webp,NULL,NULL,NULL,2025-04-06 07:49:31.097+00,2025-04-26 14:46:14.921+00,
479,The Souls of Black Folk,W.E.B. Du Bois,False,90,9780140189988,272,"{classic,influential}",479.webp,#38170b,#c7bebb,True,2025-04-06 07:49:31.087+00,2025-04-27 08:30:02.302+00,
574,Feel the Fear and Do It Anyway,Susan Jeffers,False,90,9780091907075,240,"{motivational,bestseller}",574.webp,#151b15,#bdbfbd,True,2025-04-06 07:49:31.201+00,2025-04-27 08:30:26.906+00,
545,What I Know for Sure,Oprah Winfrey,False,90,9781250054050,240,"{bestseller,motivational}",545.webp,#c34d27,#eecdc3,True,2025-04-06 07:49:31.164+00,2025-04-27 08:30:20.516+00,
621,The Power of Now,Eckhart Tolle,False,90,9781577314806,236,"{bestseller,influential,self-improvement}",621.webp,#346968,#c6d5d5,True,2025-04-06 07:49:31.253+00,2025-04-27 08:30:46.148+00,
698,The Greatest Salesman in the World,Og Mandino,False,90,9780553277579,111,"{bestseller,motivational}",698.webp,#8f4440,#e0cbc9,True,2025-04-06 07:49:31.339+00,2025-04-27 08:31:00.207+00,
679,Permanent Record,Edward Snowden,False,90,NULL,352,"{bestseller,influential}",679.webp,#011a2f,#b8bfc5,True,2025-04-06 07:49:31.318+00,2025-04-27 08:30:52.865+00,
746,How to Win Friends and Influence People in the Digital Age (Dale Carnegie Books),Dale Carnegie,False,90,9781451612592,272,"{bestseller,self-improvement,motivational}",746.webp,#068381,#b9dcdc,True,2025-04-06 07:49:31.394+00,2025-04-27 08:31:40.306+00,
737,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,False,90,NULL,NULL,"{psychology,self-improvement}",737.webp,#47867f,#cbdddb,True,2025-04-06 07:49:31.384+00,2025-04-27 08:31:26.229+00,
719,No One Is Too Small to Make a Difference,Greta Thunberg,False,90,9780141991740,112,"{influential,environment}",719.webp,#488055,#ccdbcf,True,2025-04-06 07:49:31.362+00,2025-04-27 08:31:12.391+00,
799,Discipline and Punish: The Birth of the Prison,Michel Foucault,False,90,9780679752554,333,"{classic,influential}",799.webp,#22110d,#c1bcbb,True,2025-04-06 07:49:31.457+00,2025-04-27 08:32:04.427+00,
851,"The Path to Power (The Years of Lyndon Johnson, #1)",Robert A. Caro,False,90,9780394499734,882,"{bestseller,biography}",851.webp,#0b2f20,#bbc5c1,True,2025-04-06 07:49:31.515+00,2025-04-27 08:32:49.707+00,
819,Testament of Youth,Vera Brittain,False,90,978-0143039235,688,"{classic,historical,biography}",819.webp,#8990a3,#dee0e5,True,2025-04-06 07:49:31.48+00,2025-04-27 08:32:30.01+00,
874,The Myth of Sisyphus,Albert Camus,False,90,9780679733737,212,"{classic,philosophy}",874.webp,#a43711,#e5c7bc,True,2025-04-06 07:49:31.539+00,2025-04-27 08:32:55.516+00,
925,Leonardo da Vinci,Walter Isaacson,False,90,9781501139154,624,"{bestseller,biography}",925.webp,#dba52e,#e6c06d,True,2025-04-06 07:49:31.598+00,2025-04-27 08:33:01.829+00,
968,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,False,90,9781568585987,592,"{award-winning,historical}",968.webp,#852416,#ddc2be,True,2025-04-06 07:49:31.647+00,2025-04-27 08:33:36.853+00,
953,I'm OK - You're OK,Thomas A. Harris,False,90,9780060724276,320,"{bestseller,self-improvement}",953.webp,#d6bb6b,#e2cf97,True,2025-04-06 07:49:31.63+00,2025-04-27 08:33:17.433+00,
993,Strength to Love,Martin Luther King Jr.,False,90,9780807000670,192,"{influential,classic}",993.webp,#67524e,#d5cfcd,True,2025-04-06 07:49:31.676+00,2025-04-27 08:33:49.453+00,
1099,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,False,90,9780393322231,689,"{bestseller,historical}",1099.webp,#c95e41,#f0d2ca,True,2025-04-06 07:49:31.796+00,2025-04-27 08:13:35.073+00,
1104,The Federalist Papers,Alexander Hamilton,False,90,9780451528810,688,"{classic,foundational}",1104.webp,#263e41,#c2c9ca,True,2025-04-06 07:49:31.802+00,2025-04-27 08:13:51.22+00,
1113,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,False,90,9780785289081,272,"{bestseller,self-improvement,money}",1113.webp,#a5783d,#e6d9c9,True,2025-04-06 07:49:31.812+00,2025-04-27 08:13:56.925+00,
1083,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,False,90,9780316346627,301,"{bestseller,influential}",1083.webp,#f9c553,#fbd687,True,2025-04-06 07:49:31.778+00,2025-04-27 08:13:28.749+00,
1075,The Selfish Gene,Richard Dawkins,False,90,9780199291151,360,"{bestseller,influential}",1075.webp,#5c8266,#d1dcd4,True,2025-04-06 07:49:31.77+00,2025-04-27 08:13:22.778+00,
1153,All the President’s Men,Carl Bernstein,False,90,9780671894412,384,"{bestseller,historical}",1153.webp,#97260a,#e2c2bb,True,2025-04-06 07:49:31.855+00,2025-04-27 08:14:16.139+00,
1139,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,False,90,9780143036555,592,"{bestseller,influential}",1139.webp,#301207,#c5bdb9,True,2025-04-06 07:49:31.839+00,2025-04-27 08:14:04.003+00,
1237,A Theory of Justice,John Rawls,False,90,NULL,NULL,"{classic,foundational}",1237.webp,#1a343f,#bfc6c9,True,2025-04-06 07:49:31.946+00,2025-04-27 08:14:33.839+00,
1227,Napoleon: A Life,Andrew Roberts,False,90,NULL,NULL,"{bestseller,historical}",1227.webp,#213e40,#c1c9c9,True,2025-04-06 07:49:31.935+00,2025-04-27 08:14:30.35+00,
1334,Politics,Aristotle,False,90,NULL,NULL,"{classic,philosophy}",1334.webp,NULL,NULL,NULL,2025-04-06 07:49:32.057+00,2025-04-26 14:46:17.776+00,
1343,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,False,90,NULL,NULL,"{influential,educational}",1343.webp,NULL,NULL,NULL,2025-04-06 07:49:32.067+00,2025-04-26 14:46:17.804+00,
1396,The One Minute Manager,Kenneth H. Blanchard,False,90,9780688014292,112,"{bestseller,management}",1396.webp,#a9e6ed,#98cfd5,False,2025-04-06 07:49:32.126+00,2025-04-27 08:19:31.126+00,
1387,A Briefer History of Time,Stephen Hawking,False,90,9780553385465,176,"{bestseller,science,educational}",1387.webp,#2a2933,#c3c3c6,True,2025-04-06 07:49:32.116+00,2025-04-27 08:19:22.649+00,
1464,Washington: A Life,Ron Chernow,False,90,9781594202667,928,"{bestseller,award-winning,historical}",1464.webp,#283b32,#c3c8c6,True,2025-04-06 07:49:32.203+00,2025-04-27 08:19:50.566+00,
1476,"Persepolis, Volume 1",Marjane Satrapi,False,90,9780375714573,153,"{graphic-novel,award-winning}",1476.webp,NULL,NULL,NULL,2025-04-06 07:49:32.216+00,2025-04-26 14:46:18.145+00,
1447,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,False,90,9781119473862,304,"{economics,trending}",1447.webp,#bc2d03,#ecc4b9,True,2025-04-06 07:49:32.185+00,2025-04-27 08:19:38.386+00,
1528,Spare,Prince Harry,False,90,9780593593806,416,"{bestseller,biography}",1528.webp,NULL,NULL,NULL,2025-04-06 07:49:32.274+00,2025-04-26 14:46:18.292+00,
1505,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,False,90,NULL,256,"{bestseller,humor}",1505.webp,#2d4335,#c4cac7,True,2025-04-06 07:49:32.248+00,2025-04-27 08:19:56.974+00,
1571,Dare to Lead,Brené Brown,False,90,9780399592522,320,"{bestseller,motivational}",1571.webp,#713723,#d7c7c1,True,2025-04-06 07:49:32.323+00,2025-04-27 08:20:10.039+00,
1555,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,False,90,9780385521314,464,"{bestseller,historical}",1555.webp,#541b0d,#cfbfbb,True,2025-04-06 07:49:32.305+00,2025-04-27 08:20:03.631+00,
1613,Alcoholics Anonymous,Alcoholics Anonymous,False,90,9781893007161,576,"{bestseller,self-improvement}",1613.webp,#12374f,#bdc7ce,True,2025-04-06 07:49:32.367+00,2025-04-27 08:20:39.311+00,
1606,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,Hal Elrod,False,90,9780979019715,172,"{bestseller,motivational}",1606.webp,#b3b293,#cac9b3,True,2025-04-06 07:49:32.359+00,2025-04-27 08:20:28.534+00,
1672,How to Be an Antiracist,Ibram X. Kendi,False,90,9780525509288,320,"{influential,society}",1672.webp,#141411,#bdbdbc,True,2025-04-06 07:49:32.431+00,2025-04-27 08:21:15.873+00,
1811,Economics in One Lesson 1st edition by Henry Hazlitt (2008) Hardcover,Henry Hazlitt,False,90,9780517548233,218,"{bestseller,foundational}",1811.webp,#0c202a,#bbc1c3,True,2025-04-06 07:49:32.58+00,2025-04-27 08:22:03.825+00,
1892,I Am Malala: How One Girl Stood Up for Education and Changed the World,Malala Yousafzai,False,90,NULL,NULL,"{bestseller,influential}",1892.webp,#e45652,#f7d0cf,True,2025-04-06 07:49:32.668+00,2025-04-27 08:22:26.347+00,
1919,The Quran: English Meanings and Notes,Saheeh International,False,90,9786039018509,604,"{religion,influential}",1919.webp,NULL,NULL,NULL,2025-04-06 07:49:32.697+00,2025-04-26 14:46:19.345+00,
2086,Das Kapital,Karl Marx,False,90,NULL,NULL,"{classic,foundational}",2086.webp,#8f2514,#e0c2bd,True,2025-04-06 07:49:32.885+00,2025-04-27 08:22:39.726+00,
2127,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,False,90,NULL,NULL,"{bestseller,self-improvement,motivational}",2127.webp,#198e49,#bfdfcc,True,2025-04-06 07:49:32.931+00,2025-04-27 08:22:48.82+00,
